,0,1,2,value_ave,sem,Time,error_low,error_high
0,0.014622185622486312,0.017704312984088817,0.010321542792343279,0.01421601379963947,0.0021408764239821397,12.0,0.01207513737565733,0.01635689022362161
1,0.006804847639627504,0.01327365342050797,0.006384795316193707,0.008821098792109726,0.002229577166770903,192.0,0.006591521625338824,0.011050675958880629
2,0.030230414102334312,0.01776527581987828,0.024046920308675022,0.02401420341029587,0.0035984126545264093,372.0,0.02041579075576946,0.027612616064822276
3,0.024491412182839397,0.02574446117824048,0.008999170057880522,0.0197450144729868,0.005385084712780664,552.0,0.014359929760206136,0.025130099185767467
4,0.009940392443102398,0.01909601706174934,0.026943695306303864,0.018660034937051866,0.004913269019510012,732.0,0.013746765917541856,0.02357330395656188
5,0.021593959052902727,0.029728669655023618,0.023368805002456375,0.024897144570127573,0.0024694969474670036,912.0,0.02242764762266057,0.02736664151759458
6,0.029030220007296832,0.03017830780419558,0.027226082040741662,0.028811536617411357,0.0008592198124576185,1092.0,0.02795231680495374,0.029670756429868973
7,0.029865689932617342,0.03626548063246392,0.04817620221273393,0.03810245759260506,0.005364996994536036,1272.0,0.03273746059806903,0.0434674545871411
8,0.044196234569084066,0.04889796165090152,0.053223550566173575,0.04877258226205305,0.0026067155912621828,1452.0,0.04616586667079087,0.05137929785331523
9,0.05189600183856325,0.05111853364622523,0.05383967231940832,0.05228473593473226,0.0008092145508282324,1632.0,0.05147552138390403,0.0530939504855605
10,0.07134939319722736,0.05049041759038767,0.0501005301958673,0.05731344699449411,0.007018875560458811,1812.0,0.0502945714340353,0.06433232255495293
11,0.04384908378042889,0.02832728421213548,0.03667025148009319,0.03628220649088586,0.004484956322522554,1992.0000000000002,0.0317972501683633,0.040767162813408406
12,0.07112533030085005,0.06680279641516303,0.052656321880187325,0.0635281495320668,0.005577291820927563,2172.0,0.05795085771113924,0.06910544135299436
13,0.08463485116740971,0.0658928678086593,0.05405582568734326,0.06819451488780409,0.008902104325857267,2352.0,0.059292410561946826,0.07709661921366136
14,0.03618249276896133,0.05081366470832274,0.049429634930275045,0.04547526413585304,0.004663531721940018,2532.0,0.04081173241391302,0.05013879585779306
15,0.09500390545051986,0.050074975164544844,0.04374138146784352,0.0629400873609694,0.01613582892342959,2712.0,0.04680425843753982,0.07907591628439899
16,0.08272146244094276,0.07719353654990124,0.0985155364153471,0.0861435118020637,0.006388524502000433,2892.0,0.07975498730006327,0.09253203630406413
17,0.07153745492534214,0.06126135642777917,0.08813730634448229,0.07364537256586787,0.007829679826696053,3072.0,0.06581569273917182,0.08147505239256392
18,0.08252597021826538,0.08351786889877337,0.07677295787131899,0.08093893232945258,0.0021025756536103097,3252.0,0.07883635667584228,0.0830415079830629
19,0.09661953439309237,0.07578780726521825,0.06289197618605807,0.0784331059481229,0.009825735756904833,3432.0,0.06860737019121806,0.08825884170502774
20,0.09560527902768293,0.09049059331838301,0.10780183725755194,0.09796590320120596,0.005134822345087159,3612.0,0.0928310808561188,0.10310072554629313
21,0.07048377133099752,0.10141831541515754,0.13450653028998694,0.102136205678714,0.01848526386975219,3792.0,0.0836509418089618,0.12062146954846618
22,0.11851241759559107,0.1737661477101747,0.1003548313741908,0.13087779889331885,0.02207549420001073,3972.0,0.10880230469330814,0.15295329309332958
23,0.09059869567629093,0.1532758105730353,0.11324836959536366,0.11904095861489664,0.0183236709259438,4152.0,0.10071728768895283,0.13736462954084044
24,0.09309319421479316,0.14511586157011874,0.1507875057554738,0.1296655205134619,0.01835931348674328,4332.0,0.11130620702671863,0.1480248340002052
25,0.11332264352747062,0.14805375143869193,0.13177974658886252,0.13105204718500837,0.010032607238433452,4512.0,0.12101943994657491,0.1410846544234418
26,0.14810338783185045,0.18123702985353127,0.11516934606331228,0.14816992124956468,0.019072126523392248,4692.0,0.12909779472617242,0.16724204777295693
27,0.14694012482539762,0.11131217675129436,0.12177914454707611,0.1266771487079227,0.01057245642479398,4872.0,0.11610469228312872,0.1372496051327167
28,0.11955135144970937,0.2323729910628457,0.14726192960030426,0.16639542403761975,0.033944801017171934,5052.0,0.13245062302044783,0.2003402250547917
29,0.16456854044121005,0.15391302343422522,0.1507558332099334,0.15641246569512288,0.004178641285390557,5232.0,0.15223382440973235,0.16059110698051343
30,0.20532160278488065,0.1552622405820907,0.12671276057581204,0.16243220131426112,0.022973853043827968,5412.0,0.13945834827043316,0.1854060543580891
31,0.1679833023540763,0.14418079028996794,0.1672028921224662,0.15978899492217014,0.0078073533482421655,5592.0,0.151981641573928,0.1675963482704123
32,0.14920832874840761,0.18792078953189278,0.150570073600088,0.1625663972934628,0.012683289420800745,5772.0,0.14988310787266207,0.17524968671426355
33,0.17614887768384155,0.23039339961959407,0.15029037797970146,0.185610885094379,0.023602759069920022,5952.0,0.162008126024459,0.20921364416429905
34,0.1612987197367158,0.14253855688963973,0.19030928084044166,0.16471551915559907,0.01389563966858658,6132.0,0.15081987948701248,0.17861115882418566
35,0.15437243210388915,0.19584562281836684,0.1584045478677967,0.16954086759668424,0.013203782284354067,6312.0,0.15633708531233018,0.1827446498810383
36,0.17604187559312356,0.11970847540332402,0.17356777355776074,0.15643937485140277,0.018379331924011824,6492.0,0.13806004292739094,0.17481870677541458
37,0.16810858892015582,0.15093518029040098,0.10342208308141256,0.1408219507639898,0.019345921775203237,6672.0,0.12147602898878654,0.160167872539193
38,0.16810648700716035,0.1994129998245209,0.15824019205865883,0.17525322629678003,0.012411109763521059,6852.0,0.16284211653325897,0.18766433606030108
